PIPEVALVE 00001285;1779;0.5
PIPEVALVE 00001286;1778;0.5
PIPEVALVE 00001287;1783;0.5
PIPEVALVE 00001288;1784;0.5
PIPEVALVE 00001289;1789;0.5
PIPEVALVE 00001290;1788;0.5
PIPEVALVE 00001291;3409;0.5
PIPEVALVE 00001292;1666;0.5
PIPEVALVE 00001293;1797;0.5
PIPEVALVE 00001294;1796;0.5
PIPEVALVE 00001295;3425;0.5
PIPEVALVE 00001296;1614;0.5
PIPEVALVE 00001297;3964;0.5
PIPEVALVE 00001298;3392;0.5
PIPEVALVE 00001299;1806;0.5
PIPEVALVE 00001300;1807;0.5
PIPEVALVE 00001301;1808;0.5
PIPEVALVE 00001302;1811;0.5
PIPEVALVE 00001303;1816;0.5
PIPEVALVE 00001304;1817;0.5
PIPEVALVE 00001305;1818;0.5
PIPEVALVE 00001306;1821;0.5
PIPEVALVE 00001307;1823;0.5
PIPEVALVE 00001308;1822;0.5
PIPEVALVE 00001309;1826;0.5
PIPEVALVE 00001310;1827;0.5
PIPEVALVE 00001311;1830;0.5
PIPEVALVE 00001312;1831;0.5
PIPEVALVE 00001313;1838;0.5
PIPEVALVE 00001314;3045;0.5
PIPEVALVE 00001315;1843;0.5
PIPEVALVE 00001316;1844;0.5
PIPEVALVE 00001317;1845;0.5
PIPEVALVE 00001318;1848;0.5
PIPEVALVE 00001319;1853;0.5
PIPEVALVE 00001320;1854;0.5
PIPEVALVE 00001321;1855;0.5
PIPEVALVE 00001322;1856;0.5
PIPEVALVE 00001323;1791;0.5
PIPEVALVE 00001324;1792;0.5
PIPEVALVE 00001325;1865;0.5
PIPEVALVE 00001326;1866;0.5
PIPEVALVE 00001327;1867;0.5
PIPEVALVE 00001328;1868;0.5
PIPEVALVE 00001329;1937;0.5
PIPEVALVE 00001330;1938;0.5
PIPEVALVE 00001331;1940;0.5
PIPEVALVE 00001332;1942;0.5
PIPEVALVE 00001333;1947;0.5
PIPEVALVE 00001334;1948;0.5
PIPEVALVE 00001335;1952;0.5
PIPEVALVE 00001336;1954;0.5
PIPEVALVE 00001337;1957;0.5
PIPEVALVE 00001338;1958;0.5
PIPEVALVE 00001339;1959;0.5
PIPEVALVE 00001340;1961;0.5
PIPEVALVE 00001341;1962;0.5
PIPEVALVE 00001342;1963;0.5
PIPEVALVE 00001343;3442;0.5
PIPEVALVE 00001344;3441;0.5
PIPEVALVE 00001345;1882;0.5
PIPEVALVE 00001346;1883;0.5
PIPEVALVE 00001347;1971;0.5
PIPEVALVE 00001348;1970;0.5
PIPEVALVE 00001349;1975;0.5
PIPEVALVE 00001350;1974;0.5
PIPEVALVE 00001351;1980;0.5
PIPEVALVE 00001352;1979;0.5
PIPEVALVE 00001353;1884;0.5
PIPEVALVE 00001359;1984;0.5
PIPEVALVE 00001360;1985;0.5
PIPEVALVE 00001361;1987;0.5
PIPEVALVE 00001362;1986;0.5
PIPEVALVE 00001363;1993;0.5
PIPEVALVE 00001364;1995;0.5
PIPEVALVE 00001365;1996;0.5
PIPEVALVE 00001366;1997;0.5
PIPEVALVE 00001367;2004;0.5
PIPEVALVE 00001368;2003;0.5
PIPEVALVE 00001369;2008;0.5
PIPEVALVE 00001370;1929;0.5
PIPEVALVE 00001371;2007;0.5
PIPEVALVE 00001372;2006;0.5
PIPEVALVE 00001373;2016;0.5
PIPEVALVE 00001374;2017;0.5
PIPEVALVE 00001375;2014;0.5
PIPEVALVE 00001376;2021;0.5
PIPEVALVE 00001377;1923;0.5
PIPEVALVE 00001378;1922;0.5
PIPEVALVE 00001379;2023;0.5
PIPEVALVE 00001380;2024;0.5
PIPEVALVE 00001381;2025;0.5
PIPEVALVE 00001382;2030;0.5
PIPEVALVE 00001388;2032;0.5
PIPEVALVE 00001391;2941;0.5
PIPEVALVE 00001392;2034;0.5
PIPEVALVE 00001397;1927;0.5
PIPEVALVE 00001398;1928;0.5
PIPEVALVE 00001399;2040;0.5
PIPEVALVE 00001400;2041;0.5
PIPEVALVE 00001401;1932;0.5
PIPEVALVE 00001402;2045;0.5
PIPEVALVE 00001403;2052;0.5
PIPEVALVE 00001404;2050;0.5
PIPEVALVE 00001405;1934;0.5
PIPEVALVE 00001406;2055;0.5
PIPEVALVE 00001407;2056;0.5
PIPEVALVE 00001408;2057;0.5
PIPEVALVE 00001409;1876;0.5
PIPEVALVE 00001410;2061;0.5
PIPEVALVE 00001411;1943;0.5
PIPEVALVE 00001412;2063;0.5
PIPEVALVE 00001413;3258;0.5
PIPEVALVE 00001414;2065;0.5
PIPEVALVE 00001415;2068;0.5
PIPEVALVE 00001416;2069;0.5
PIPEVALVE 00001417;3491;0.5
PIPEVALVE 00001418;1905;0.5
PIPEVALVE 00001419;2072;0.5
PIPEVALVE 00001420;1902;0.5
PIPEVALVE 00001421;1899;0.5
PIPEVALVE 00001422;1898;0.5
PIPEVALVE 00001423;2076;0.5
PIPEVALVE 00001424;2081;0.5
PIPEVALVE 00001425;2086;0.5
PIPEVALVE 00001426;2087;0.5
PIPEVALVE 00001427;2089;0.5
PIPEVALVE 00001428;2091;0.5
PIPEVALVE 00001429;2096;0.5
PIPEVALVE 00001430;2097;0.5
PIPEVALVE 00001431;3503;0.5
PIPEVALVE 00001432;3502;0.5
PIPEVALVE 00001433;2100;0.5
PIPEVALVE 00001434;2101;0.5
PIPEVALVE 00001435;2102;0.5
PIPEVALVE 00001436;1917;0.5
PIPEVALVE 00001437;2105;0.5
PIPEVALVE 00001438;2104;0.5
PIPEVALVE 00001439;2112;0.5
PIPEVALVE 00001440;2111;0.5
PIPEVALVE 00001441;2114;0.5
PIPEVALVE 00001442;2115;0.5
PIPEVALVE 00001443;1913;0.5
PIPEVALVE 00001444;1912;0.5
PIPEVALVE 00001445;2119;0.5
PIPEVALVE 00001446;2120;0.5
PIPEVALVE 00001447;2123;0.5
PIPEVALVE 00001448;2124;0.5
PIPEVALVE 00001449;1918;0.5
PIPEVALVE 00001450;2128;0.5
PIPEVALVE 00001451;2130;0.5
PIPEVALVE 00001452;2129;0.5
